from;to;migration
Armenia;Gabon;0
Armenia;Gambia;0
Armenia;Ghana;0
Armenia;Grenada;0
Armenia;Guadeloupe;0
Armenia;Guam;0
Armenia;Guatemala;0
Armenia;Guinea-Bissau;0
Armenia;Guyana;0
Armenia;Haiti;0
Armenia;Honduras;0
Armenia;Hong Kong;0
Armenia;India;0
Armenia;Indonesia;0
Armenia;Ivory Coast;0
Armenia;Jamaica;0
Armenia;Japan;0
Armenia;Kenya;0
Armenia;Laos;0
Armenia;Lesotho;0
Armenia;Liberia;0
Armenia;Macao;0
Armenia;Macedonia;0
Armenia;Madagascar;0
Armenia;Malawi;0
Armenia;Malaysia;0
Armenia;Maldives;0
Armenia;Mali;0
Armenia;Martinique;0
Armenia;Mauritania;0
Armenia;Mauritius;0
Armenia;Mayotte;0
Armenia;Micronesia;0
Armenia;Mongolia;0
Armenia;Montenegro;0
Armenia;Morocco;0
Armenia;Mozambique;0
Armenia;Myanmar;0
Armenia;Nepal;0
Armenia;New Caledonia;0
Armenia;New Zealand;0
Armenia;Nicaragua;0
Armenia;Niger;0
Armenia;Nigeria;0
Armenia;North Korea;0
Armenia;Oman;0
Armenia;Pakistan;0
Armenia;Panama;0
Armenia;Papua New Guinea;0
Armenia;Paraguay;0
Armenia;Peru;0
Armenia;Puerto Rico;0
Armenia;Reunion;0
Armenia;Rwanda;0
Armenia;Saint Lucia;0
Armenia;Saint Vincent & Grenadines;0
Armenia;Samoa;0
Armenia;Sao Tome & Principe;0
Armenia;Senegal;0
Armenia;Sierra Leone;0
Armenia;Singapore;0
Armenia;Solomon Islands;0
Armenia;Somalia;0
Armenia;South Africa;0
Armenia;South Korea;0
Armenia;South Sudan;0
Armenia;Sri Lanka;0
Armenia;Sudan;0
Armenia;Suriname;0
Armenia;Swaziland;0
Armenia;Tanzania;0
Armenia;Thailand;0
Armenia;Timor-Leste;0
Armenia;Togo;0
Armenia;Tonga;0
Armenia;Trinidad & Tobago;0
Armenia;Tunisia;0
Armenia;Uganda;0
Armenia;Uruguay;0
Armenia;Vanuatu;0
Armenia;Vietnam;0
Armenia;Virgin Islands;0
Armenia;Western Sahara;0
Armenia;Yemen;0
Armenia;Zambia;0
Armenia;Zimbabwe;0
Aruba;United States;6607
Aruba;Netherlands;3376
Aruba;Colombia;1344
Aruba;Venezuela;1189
Aruba;Dominican Republic;598
Aruba;United Kingdom;453
Aruba;Canada;311
Aruba;Chile;220
Aruba;Haiti;204
Aruba;Virgin Islands;175
Aruba;Philippines;153
Aruba;Peru;147
Aruba;China;140
Aruba;Suriname;119
Aruba;Spain;91
Aruba;Jamaica;76
Aruba;India;39
Aruba;Australia;36
Aruba;Brazil;35
Aruba;Guyana;23
Aruba;Grenada;20
Aruba;Portugal;19
Aruba;France;17
Aruba;Costa Rica;15
Aruba;Germany;15
Aruba;Italy;15
Aruba;Saint Lucia;15
Aruba;Ecuador;14
Aruba;Nicaragua;12
Aruba;Mexico;10
Aruba;Saint Vincent & Grenadines;10
Aruba;Belgium;8
Aruba;French Guiana;6
Aruba;Argentina;5
Aruba;Bahamas;5
Aruba;Norway;5
Aruba;Switzerland;5
Aruba;Panama;4
Aruba;New Zealand;3
Aruba;Puerto Rico;3
Aruba;Trinidad & Tobago;3
Aruba;Turkey;3
Aruba;Austria;2
Aruba;Hungary;2
Aruba;Ireland;2
Aruba;Luxembourg;2
Aruba;Barbados;1
Aruba;Bolivia;1
Aruba;Bulgaria;1
Aruba;Czech Republic;1
Aruba;Denmark;1
Aruba;Guatemala;1
Aruba;Israel;1
Aruba;Japan;1
Aruba;Saudi Arabia;1
Aruba;Slovakia;1
Aruba;South Africa;1
Aruba;Sweden;1
Aruba;United Arab Emirates;1
Aruba;Afghanistan;0
Aruba;Albania;0
Aruba;Algeria;0
Aruba;Angola;0
Aruba;Armenia;0
Aruba;Aruba;0
Aruba;Azerbaijan;0
Aruba;Bahrain;0
Aruba;Bangladesh;0
Aruba;Belarus;0
Aruba;Belize;0
Aruba;Benin;0
Aruba;Bhutan;0
Aruba;Bosnia & Herzegovina;0
Aruba;Botswana;0
Aruba;Brunei;0
Aruba;Burkina Faso;0
Aruba;Burundi;0
Aruba;Cambodia;0
Aruba;Cameroon;0
Aruba;Cape Verde;0
Aruba;Central African Republic;0
Aruba;Chad;0
Aruba;Channel Islands;0
Aruba;Comoros;0
Aruba;Congo;0
Aruba;Croatia;0
Aruba;Cuba;0
Aruba;Cyprus;0
Aruba;Djibouti;0
Aruba;DR Congo;0
Aruba;Egypt;0
Aruba;El Salvador;0
Aruba;Equatorial Guinea;0
Aruba;Eritrea;0
Aruba;Estonia;0
Aruba;Ethiopia;0
Aruba;Fiji;0
Aruba;Finland;0
Aruba;French Polynesia;0
Aruba;Gabon;0
Aruba;Gambia;0
Aruba;Georgia;0
Aruba;Ghana;0
Aruba;Greece;0
Aruba;Guadeloupe;0
Aruba;Guam;0
Aruba;Guinea;0
Aruba;Guinea-Bissau;0
Aruba;Honduras;0
Aruba;Hong Kong;0
Aruba;Iceland;0
Aruba;Indonesia;0
Aruba;Iran;0
Aruba;Iraq;0
Aruba;Ivory Coast;0
Aruba;Jordan;0
Aruba;Kazakhstan;0
Aruba;Kenya;0
Aruba;Kuwait;0
Aruba;Kyrgyzstan;0
Aruba;Laos;0
Aruba;Latvia;0
Aruba;Lebanon;0
Aruba;Lesotho;0
Aruba;Liberia;0
Aruba;Libya;0
Aruba;Lithuania;0
Aruba;Macao;0
Aruba;Macedonia;0
Aruba;Madagascar;0
Aruba;Malawi;0
Aruba;Malaysia;0
Aruba;Maldives;0
Aruba;Mali;0
Aruba;Malta;0
Aruba;Martinique;0
Aruba;Mauritania;0
Aruba;Mauritius;0
Aruba;Mayotte;0
Aruba;Micronesia;0
Aruba;Moldova;0
Aruba;Mongolia;0
Aruba;Montenegro;0
Aruba;Morocco;0
Aruba;Mozambique;0
Aruba;Myanmar;0
Aruba;Namibia;0
Aruba;Nepal;0
Aruba;New Caledonia;0
Aruba;Niger;0
Aruba;Nigeria;0
Aruba;North Korea;0
Aruba;Oman;0
Aruba;Pakistan;0
Aruba;Palestine;0
Aruba;Papua New Guinea;0
Aruba;Paraguay;0
Aruba;Poland;0
Aruba;Qatar;0
Aruba;Reunion;0
Aruba;Romania;0
Aruba;Russia;0
Aruba;Rwanda;0
Aruba;Samoa;0
Aruba;Sao Tome & Principe;0
Aruba;Senegal;0
Aruba;Serbia;0
Aruba;Sierra Leone;0
Aruba;Singapore;0
Aruba;Slovenia;0
Aruba;Solomon Islands;0
Aruba;Somalia;0
Aruba;South Korea;0
Aruba;South Sudan;0
Aruba;Sri Lanka;0
Aruba;Sudan;0
Aruba;Swaziland;0
Aruba;Syria;0
Aruba;Tajikistan;0
Aruba;Tanzania;0
Aruba;Thailand;0
Aruba;Timor-Leste;0
Aruba;Togo;0
Aruba;Tonga;0
Aruba;Tunisia;0
Aruba;Turkmenistan;0
Aruba;Uganda;0
Aruba;Ukraine;0
Aruba;Uruguay;0
Aruba;Uzbekistan;0
Aruba;Vanuatu;0
Aruba;Vietnam;0
Aruba;Western Sahara;0
Aruba;Yemen;0
Aruba;Zambia;0
Aruba;Zimbabwe;0
Australia;United Kingdom;206359
Australia;New Zealand;84307
Australia;Germany;71246
Australia;United States;70851
Australia;China;62721
Australia;India;53114
Australia;Italy;35118
Australia;South Africa;31996
Australia;Philippines;30951
Australia;Vietnam;30459
Australia;Greece;21929
Australia;Canada;19411
Australia;Malaysia;18142
Australia;South Korea;15858
Australia;Netherlands;14986
Australia;Turkey;14357
Australia;Ireland;14075
Australia;Sri Lanka;12581
Australia;Hong Kong;11554
Australia;Malta;10632
Australia;Lebanon;10628
Australia;Indonesia;10520
Australia;Japan;9938
Australia;Croatia;9903
Australia;Iraq;9829
Australia;France;9426
Australia;Serbia;9420
Australia;Singapore;9314
Australia;Thailand;8973
Australia;Poland;8806
Australia;Russia;8707
Australia;Spain;8555
Australia;Iran;8058
Australia;Fiji;7545
Australia;Pakistan;7395
Australia;Austria;6795
Australia;Nepal;6087
Australia;Switzerland;5991
Australia;Macedonia;5790
Australia;Ukraine;5643
Australia;Egypt;5524
Australia;Afghanistan;5389
Australia;Romania;5192
Australia;Sweden;4706
Australia;Bangladesh;4619
Australia;Hungary;4515
Australia;Brazil;4344
Australia;Zimbabwe;4008
Australia;Cambodia;3926
Australia;Czech Republic;3811
Australia;Myanmar;3741
Australia;Cyprus;3641
Australia;Bosnia & Herzegovina;3483
Australia;Colombia;3441
Australia;Mauritius;3420
Australia;Chile;3344
Australia;Denmark;3284
Australia;Portugal;3061
Australia;Slovenia;3008
Australia;Israel;2931
Australia;Saudi Arabia;2862
Australia;Kenya;2661
Australia;Peru;2336
Australia;Samoa;2238
Australia;Argentina;2224
Australia;Belgium;2223
Australia;Bulgaria;2183
Australia;Sudan;2121
Australia;Kazakhstan;2029
Australia;Norway;2021
Australia;Finland;2018
Australia;Ethiopia;1941
Australia;Slovakia;1883
Australia;Venezuela;1763
Australia;United Arab Emirates;1393
Australia;Syria;1243
Australia;Uruguay;1218
Australia;Laos;1188
Australia;El Salvador;1180
Australia;Papua New Guinea;1093
Australia;Nigeria;1068
Australia;Jordan;1060
Australia;Tonga;986
Australia;Somalia;948
Australia;Estonia;944
Australia;Timor-Leste;922
Australia;Mexico;917
Australia;Zambia;903
Australia;South Sudan;897
Australia;Kuwait;893
Australia;Belarus;885
Australia;Luxembourg;816
Australia;Ghana;784
Australia;Latvia;684
Australia;Bhutan;674
Australia;Libya;659
Australia;Uganda;621
Australia;Ecuador;619
Australia;DR Congo;600
Australia;Uzbekistan;586
Australia;Maldives;538
Australia;Lithuania;528
Australia;Sierra Leone;523
Australia;Tanzania;512
Australia;Albania;469
Australia;Eritrea;467
Australia;Liberia;465
Australia;Montenegro;444
Australia;Brunei;437
Australia;Qatar;387
Australia;Vanuatu;378
Australia;Mongolia;368
Australia;Moldova;342
Australia;Oman;337
Australia;Botswana;320
Australia;Burundi;305
Australia;Iceland;304
Australia;Macao;298
Australia;Morocco;286
Australia;Bahrain;282
Australia;Palestine;276
Australia;New Caledonia;262
Australia;Lesotho;260
Australia;Namibia;252
Australia;Angola;249
Australia;Mozambique;237
Australia;Algeria;227
Australia;Bolivia;226
Australia;Congo;207
Australia;Trinidad & Tobago;206
Australia;Channel Islands;205
Australia;Armenia;191
Australia;Malawi;175
Australia;Panama;175
Australia;Solomon Islands;157
Australia;Azerbaijan;156
Australia;Jamaica;143
Australia;Guinea;136
Australia;Rwanda;131
Australia;Guatemala;125
Australia;Georgia;124
Australia;Kyrgyzstan;118
Australia;Cuba;114
Australia;Costa Rica;113
Australia;Tunisia;106
Australia;Yemen;106
Australia;Nicaragua;98
Australia;Bahamas;95
Australia;North Korea;82
Australia;Ivory Coast;79
Australia;French Polynesia;76
Australia;Dominican Republic;66
Australia;Paraguay;64
Australia;Cameroon;61
Australia;Senegal;61
Australia;Guyana;59
Australia;Barbados;57
Australia;Honduras;54
Australia;Swaziland;49
Australia;Togo;48
Australia;Reunion;47
Australia;Madagascar;39
Australia;Tajikistan;34
Australia;Djibouti;31
Australia;Chad;29
Australia;Guam;25
Australia;Haiti;22
Australia;Mali;22
Australia;Puerto Rico;21
Australia;Turkmenistan;20
Australia;Gambia;18
Australia;Suriname;18
Australia;Aruba;16
Australia;Benin;16
Australia;Gabon;16
Australia;Belize;13
Australia;Grenada;11
Australia;Burkina Faso;10
Australia;Martinique;10
Australia;Guadeloupe;9
Australia;Mauritania;9
Australia;Central African Republic;8
Australia;Saint Lucia;8
Australia;Cape Verde;7
Australia;French Guiana;6
Australia;Saint Vincent & Grenadines;6
Australia;Micronesia;5
Australia;Niger;5
Australia;Guinea-Bissau;3
Australia;Virgin Islands;2
Australia;Equatorial Guinea;1
Australia;Mayotte;1
Australia;Australia;0
Australia;Comoros;0
Australia;Sao Tome & Principe;0
Australia;Western Sahara;0
Austria;Germany;83428
Austria;Turkey;24086
Austria;Serbia;22462
Austria;Bosnia & Herzegovina;12859
Austria;Romania;10618
Austria;Hungary;9982
Austria;Switzerland;9200
Austria;Poland;9095
Austria;United States;8530
Austria;Croatia;7122
Austria;Italy;6769
Austria;Slovakia;6374
Austria;Czech Republic;5677
Austria;Russia;5309
Austria;United Kingdom;4390
Austria;Afghanistan;4057
Austria;Spain;3702
Austria;Bulgaria;3636
Austria;Slovenia;3432
Austria;Canada;3265
Austria;Australia;2839
Austria;France;2732
Austria;Syria;2470
Austria;Macedonia;2331
Austria;South Africa;2076
Austria;Iran;2051
Austria;Iraq;1967
Austria;Netherlands;1845
Austria;Ukraine;1809
Austria;China;1608
Austria;Egypt;1527
Austria;Sweden;1405
Austria;Philippines;1402
Austria;India;1321
Austria;Greece;1160
Austria;Brazil;1093
Austria;Israel;1090
Austria;Belgium;885
Austria;Nigeria;814
Austria;Pakistan;692
Austria;Somalia;598
Austria;Thailand;596
Austria;Denmark;524
Austria;Kazakhstan;522
Austria;New Zealand;461
Austria;Norway;452
Austria;Tunisia;423
Austria;Venezuela;419
Austria;Japan;399
Austria;Montenegro;398
Austria;Portugal;373
Austria;Georgia;346
Austria;Lebanon;346
Austria;Finland;342
Austria;Ireland;341
Austria;Dominican Republic;331
Austria;Vietnam;330
Austria;Belarus;311
Austria;Argentina;310
Austria;Armenia;310
Austria;Albania;289
Austria;Luxembourg;276
Austria;Peru;269
Austria;Saudi Arabia;269
Austria;Mexico;260
Austria;Moldova;259
Austria;South Korea;247
Austria;Ghana;242
Austria;Bangladesh;237
Austria;Mongolia;235
Austria;Jordan;233
Austria;Morocco;218
Austria;Colombia;206
Austria;Uzbekistan;200
Austria;Libya;196
Austria;Azerbaijan;177
Austria;Estonia;165
Austria;Ethiopia;164
Austria;Latvia;163
Austria;Algeria;162
Austria;Lithuania;142
Austria;Kenya;141
Austria;Ecuador;140
Austria;Indonesia;128
Austria;Malta;125
Austria;Chile;118
Austria;DR Congo;109
Austria;Kyrgyzstan;106
Austria;Cyprus;104
Austria;Cuba;98
Austria;Namibia;92
Austria;Cambodia;83
Austria;Sri Lanka;80
Austria;Tajikistan;77
Austria;Bolivia;75
Austria;United Arab Emirates;74
Austria;Cameroon;72
Austria;Gambia;67
Austria;Iceland;66
Austria;Nepal;66
Austria;Sudan;62
Austria;Malaysia;57
Austria;Angola;49
Austria;Guatemala;46
Austria;Kuwait;43
Austria;Haiti;41
Austria;Senegal;39
Austria;Costa Rica;38
Austria;Guinea;37
Austria;Uganda;37
Austria;Singapore;33
Austria;Congo;31
Austria;Ivory Coast;30
Austria;Turkmenistan;30
Austria;Palestine;29
Austria;Liberia;28
Austria;Zimbabwe;28
Austria;Nicaragua;27
Austria;Sierra Leone;27
Austria;Rwanda;25
Austria;Uruguay;25
Austria;Yemen;25
Austria;Panama;24
Austria;Togo;23
Austria;Paraguay;22
Austria;Eritrea;21
Austria;Oman;20
Austria;Tanzania;19
Austria;Jamaica;18
Austria;Maldives;16
Austria;Qatar;16
Austria;Burkina Faso;14
Austria;Mali;14
Austria;North Korea;14
Austria;Honduras;13
Austria;Madagascar;13
Austria;Bahamas;12
Austria;Benin;12
Austria;Mauritius;12
Austria;Laos;11
Austria;Mozambique;11
Austria;Zambia;11
Austria;El Salvador;10
Austria;Myanmar;10
Austria;Trinidad & Tobago;10
Austria;Bahrain;9
Austria;Burundi;9
Austria;Equatorial Guinea;9
Austria;Guinea-Bissau;9
Austria;Papua New Guinea;8
Austria;Hong Kong;7
Austria;Central African Republic;5
Austria;Djibouti;5
Austria;Gabon;5
Austria;Malawi;5
Austria;Niger;5
Austria;Bhutan;3
Austria;Botswana;3
Austria;Cape Verde;3
Austria;Chad;3
Austria;Mauritania;3
Austria;Timor-Leste;3
Austria;Barbados;2
Austria;Brunei;2
Austria;Channel Islands;2
Austria;Fiji;2
Austria;Puerto Rico;2
Austria;Saint Lucia;2
Austria;South Sudan;2
Austria;Suriname;2
Austria;Swaziland;2
Austria;Aruba;1
Austria;Belize;1
Austria;French Guiana;1
Austria;French Polynesia;1
Austria;Grenada;1
Austria;Guadeloupe;1
Austria;Guam;1
Austria;Guyana;1
Austria;Macao;1
Austria;Martinique;1
Austria;New Caledonia;1
Austria;Reunion;1
Austria;Saint Vincent & Grenadines;1
Austria;Vanuatu;1
Austria;Austria;0
Austria;Comoros;0
Austria;Lesotho;0
Austria;Mayotte;0
Austria;Micronesia;0
Austria;Samoa;0
Austria;Sao Tome & Principe;0
Austria;Solomon Islands;0
Austria;Tonga;0
Austria;Virgin Islands;0
Austria;Western Sahara;0
Azerbaijan;Russia;97777
Azerbaijan;Armenia;22039
Azerbaijan;Ukraine;10923
Azerbaijan;Kazakhstan;6178
Azerbaijan;Georgia;5747
Azerbaijan;United States;4664
Azerbaijan;Uzbekistan;4295
Azerbaijan;Germany;3735
Azerbaijan;Turkey;2673
Azerbaijan;Belarus;1613
Azerbaijan;Israel;1389
Azerbaijan;Turkmenistan;1079
Azerbaijan;Kyrgyzstan;816
Azerbaijan;Iran;612
Azerbaijan;France;565
Azerbaijan;Canada;436
Azerbaijan;Sweden;349
Azerbaijan;Bulgaria;342
Azerbaijan;Czech Republic;300
Azerbaijan;Estonia;277
Azerbaijan;United Kingdom;234
Azerbaijan;Greece;229
Azerbaijan;Latvia;210
Azerbaijan;Hungary;179
Azerbaijan;Austria;166
Azerbaijan;Spain;151
Azerbaijan;Italy;148
Azerbaijan;Moldova;143
Azerbaijan;Netherlands;92
Azerbaijan;Switzerland;92
Azerbaijan;Australia;80
Azerbaijan;Luxembourg;79
Azerbaijan;Lithuania;73
Azerbaijan;Romania;72
Azerbaijan;Poland;63
Azerbaijan;Norway;58
Azerbaijan;Tajikistan;53
Azerbaijan;Belgium;46
Azerbaijan;Denmark;42
Azerbaijan;Finland;29
Azerbaijan;Cyprus;28
Azerbaijan;Afghanistan;16
Azerbaijan;Slovenia;13
Azerbaijan;Slovakia;12
Azerbaijan;Portugal;10
Azerbaijan;Ireland;6
Azerbaijan;Egypt;4
Azerbaijan;Argentina;3
Azerbaijan;South Korea;3
Azerbaijan;Iceland;2
Azerbaijan;Libya;2
Azerbaijan;Malta;1
Azerbaijan;Mexico;1
Azerbaijan;Pakistan;1
Azerbaijan;Philippines;1
Azerbaijan;Serbia;1
Azerbaijan;Albania;0
Azerbaijan;Algeria;0
Azerbaijan;Angola;0
Azerbaijan;Aruba;0
Azerbaijan;Azerbaijan;0
Azerbaijan;Bahamas;0
Azerbaijan;Bahrain;0
Azerbaijan;Bangladesh;0
Azerbaijan;Barbados;0
Azerbaijan;Belize;0
Azerbaijan;Benin;0
Azerbaijan;Bhutan;0
Azerbaijan;Bolivia;0
Azerbaijan;Bosnia & Herzegovina;0
Azerbaijan;Botswana;0
Azerbaijan;Brazil;0
Azerbaijan;Brunei;0
Azerbaijan;Burkina Faso;0
Azerbaijan;Burundi;0
Azerbaijan;Cambodia;0
Azerbaijan;Cameroon;0
Azerbaijan;Cape Verde;0
Azerbaijan;Central African Republic;0
Azerbaijan;Chad;0
Azerbaijan;Channel Islands;0
Azerbaijan;Chile;0
Azerbaijan;China;0
Azerbaijan;Colombia;0
Azerbaijan;Comoros;0
Azerbaijan;Congo;0
Azerbaijan;Costa Rica;0
Azerbaijan;Croatia;0
Azerbaijan;Cuba;0
Azerbaijan;Djibouti;0
Azerbaijan;Dominican Republic;0
Azerbaijan;DR Congo;0
Azerbaijan;Ecuador;0
Azerbaijan;El Salvador;0
Azerbaijan;Equatorial Guinea;0
Azerbaijan;Eritrea;0
Azerbaijan;Ethiopia;0
Azerbaijan;Fiji;0
Azerbaijan;French Guiana;0
Azerbaijan;French Polynesia;0
Azerbaijan;Gabon;0
Azerbaijan;Gambia;0
Azerbaijan;Ghana;0
Azerbaijan;Grenada;0
Azerbaijan;Guadeloupe;0
Azerbaijan;Guam;0
Azerbaijan;Guatemala;0
Azerbaijan;Guinea;0
Azerbaijan;Guinea-Bissau;0
Azerbaijan;Guyana;0
Azerbaijan;Haiti;0
Azerbaijan;Honduras;0
Azerbaijan;Hong Kong;0
Azerbaijan;India;0
Azerbaijan;Indonesia;0
Azerbaijan;Iraq;0
Azerbaijan;Ivory Coast;0
Azerbaijan;Jamaica;0
Azerbaijan;Japan;0
Azerbaijan;Jordan;0
Azerbaijan;Kenya;0
Azerbaijan;Kuwait;0
Azerbaijan;Laos;0
Azerbaijan;Lebanon;0
Azerbaijan;Lesotho;0
Azerbaijan;Liberia;0
Azerbaijan;Macao;0
Azerbaijan;Macedonia;0
Azerbaijan;Madagascar;0
Azerbaijan;Malawi;0
Azerbaijan;Malaysia;0
Azerbaijan;Maldives;0
Azerbaijan;Mali;0
Azerbaijan;Martinique;0
Azerbaijan;Mauritania;0
Azerbaijan;Mauritius;0
Azerbaijan;Mayotte;0
Azerbaijan;Micronesia;0
Azerbaijan;Mongolia;0
Azerbaijan;Montenegro;0
Azerbaijan;Morocco;0
Azerbaijan;Mozambique;0
Azerbaijan;Myanmar;0
Azerbaijan;Namibia;0
Azerbaijan;Nepal;0
Azerbaijan;New Caledonia;0
Azerbaijan;New Zealand;0
Azerbaijan;Nicaragua;0
Azerbaijan;Niger;0
Azerbaijan;Nigeria;0
Azerbaijan;North Korea;0
Azerbaijan;Oman;0
Azerbaijan;Palestine;0
Azerbaijan;Panama;0
Azerbaijan;Papua New Guinea;0
Azerbaijan;Paraguay;0
Azerbaijan;Peru;0
Azerbaijan;Puerto Rico;0
Azerbaijan;Qatar;0
Azerbaijan;Reunion;0
Azerbaijan;Rwanda;0
Azerbaijan;Saint Lucia;0
Azerbaijan;Saint Vincent & Grenadines;0
Azerbaijan;Samoa;0
Azerbaijan;Sao Tome & Principe;0
Azerbaijan;Saudi Arabia;0
Azerbaijan;Senegal;0
Azerbaijan;Sierra Leone;0
Azerbaijan;Singapore;0
Azerbaijan;Solomon Islands;0
Azerbaijan;Somalia;0
Azerbaijan;South Africa;0
Azerbaijan;South Sudan;0
Azerbaijan;Sri Lanka;0
Azerbaijan;Sudan;0
Azerbaijan;Suriname;0
Azerbaijan;Swaziland;0
Azerbaijan;Syria;0
Azerbaijan;Tanzania;0
Azerbaijan;Thailand;0
Azerbaijan;Timor-Leste;0
Azerbaijan;Togo;0
Azerbaijan;Tonga;0
Azerbaijan;Trinidad & Tobago;0
Azerbaijan;Tunisia;0
Azerbaijan;Uganda;0
Azerbaijan;United Arab Emirates;0
Azerbaijan;Uruguay;0
Azerbaijan;Vanuatu;0
Azerbaijan;Venezuela;0
Azerbaijan;Vietnam;0
Azerbaijan;Virgin Islands;0
Azerbaijan;Western Sahara;0
Azerbaijan;Yemen;0
Azerbaijan;Zambia;0
Azerbaijan;Zimbabwe;0
Bahamas;United States;11624
Bahamas;Haiti;2927
Bahamas;Jamaica;723
Bahamas;United Kingdom;507
Bahamas;Canada;444
Bahamas;Dominican Republic;173
Bahamas;Philippines;120
Bahamas;Guyana;86
Bahamas;Chile;65
Bahamas;India;61
Bahamas;Switzerland;53
Bahamas;Australia;50
Bahamas;France;47
Bahamas;Cuba;44
Bahamas;Germany;35
Bahamas;Trinidad & Tobago;35
Bahamas;Italy;31
Bahamas;Peru;31
Bahamas;Spain;31
Bahamas;Brazil;27
Bahamas;Barbados;26
Bahamas;Colombia;26
Bahamas;Mexico;20
Bahamas;China;18
Bahamas;Nigeria;18
Bahamas;Netherlands;13
Bahamas;Romania;13
Bahamas;South Africa;13
Bahamas;Argentina;12
Bahamas;Greece;12
Bahamas;Ecuador;11
Bahamas;Ireland;10
Bahamas;Nicaragua;10
Bahamas;Russia;9
Bahamas;Saint Lucia;9
Bahamas;Austria;8
Bahamas;Costa Rica;7
Bahamas;El Salvador;7
Bahamas;Luxembourg;7
Bahamas;Sweden;7
Bahamas;Venezuela;7
Bahamas;Belgium;6
Bahamas;French Guiana;6
Bahamas;Panama;6
Bahamas;Egypt;5
Bahamas;Ghana;5
Bahamas;Grenada;5
Bahamas;Honduras;5
Bahamas;Japan;5
Bahamas;Namibia;5
Bahamas;Belize;4
Bahamas;Denmark;4
Bahamas;Guadeloupe;4
Bahamas;Guatemala;4
Bahamas;Indonesia;4
Bahamas;Norway;4
Bahamas;Sri Lanka;4
Bahamas;Ukraine;4
Bahamas;Bulgaria;3
Bahamas;Hong Kong;3
Bahamas;New Zealand;3
Bahamas;Poland;3
Bahamas;Saint Vincent & Grenadines;3
Bahamas;Botswana;2
Bahamas;Estonia;2
Bahamas;Hungary;2
Bahamas;Kenya;2
Bahamas;Portugal;2
Bahamas;Suriname;2
Bahamas;Uruguay;2
Bahamas;Aruba;1
Bahamas;Finland;1
Bahamas;Guinea;1
Bahamas;Iceland;1
Bahamas;Israel;1
Bahamas;Kazakhstan;1
Bahamas;Martinique;1
Bahamas;Puerto Rico;1
Bahamas;Saudi Arabia;1
Bahamas;South Korea;1
Bahamas;Swaziland;1
Bahamas;Turkey;1
Bahamas;Uganda;1
Bahamas;United Arab Emirates;1
Bahamas;Virgin Islands;1
Bahamas;Zimbabwe;1
Bahamas;Afghanistan;0
Bahamas;Albania;0
Bahamas;Algeria;0
Bahamas;Angola;0
Bahamas;Armenia;0
Bahamas;Azerbaijan;0
Bahamas;Bahamas;0
Bahamas;Bahrain;0
Bahamas;Bangladesh;0
Bahamas;Belarus;0
Bahamas;Benin;0
Bahamas;Bhutan;0
Bahamas;Bolivia;0
Bahamas;Bosnia & Herzegovina;0
Bahamas;Brunei;0
Bahamas;Burkina Faso;0
Bahamas;Burundi;0
Bahamas;Cambodia;0
Bahamas;Cameroon;0
Bahamas;Cape Verde;0
Bahamas;Central African Republic;0
Bahamas;Chad;0
Bahamas;Channel Islands;0
Bahamas;Comoros;0
Bahamas;Congo;0
Bahamas;Croatia;0
Bahamas;Cyprus;0
Bahamas;Czech Republic;0
Bahamas;Djibouti;0
Bahamas;DR Congo;0
Bahamas;Equatorial Guinea;0
Bahamas;Eritrea;0
Bahamas;Ethiopia;0
Bahamas;Fiji;0
Bahamas;French Polynesia;0
Bahamas;Gabon;0
Bahamas;Gambia;0
Bahamas;Georgia;0
Bahamas;Guam;0
Bahamas;Guinea-Bissau;0
Bahamas;Iran;0
Bahamas;Iraq;0
Bahamas;Ivory Coast;0
Bahamas;Jordan;0
Bahamas;Kuwait;0
Bahamas;Kyrgyzstan;0
Bahamas;Laos;0
Bahamas;Latvia;0
Bahamas;Lebanon;0
Bahamas;Lesotho;0
Bahamas;Liberia;0
Bahamas;Libya;0
Bahamas;Lithuania;0
Bahamas;Macao;0
Bahamas;Macedonia;0
Bahamas;Madagascar;0
Bahamas;Malawi;0
Bahamas;Malaysia;0
Bahamas;Maldives;0
Bahamas;Mali;0
Bahamas;Malta;0
Bahamas;Mauritania;0
Bahamas;Mauritius;0
Bahamas;Mayotte;0
Bahamas;Micronesia;0
Bahamas;Moldova;0
Bahamas;Mongolia;0
Bahamas;Montenegro;0
Bahamas;Morocco;0
Bahamas;Mozambique;0
Bahamas;Myanmar;0
Bahamas;Nepal;0
Bahamas;New Caledonia;0
Bahamas;Niger;0
Bahamas;North Korea;0
Bahamas;Oman;0
Bahamas;Pakistan;0
Bahamas;Palestine;0
Bahamas;Papua New Guinea;0
Bahamas;Paraguay;0
Bahamas;Qatar;0
Bahamas;Reunion;0
Bahamas;Rwanda;0
Bahamas;Samoa;0
Bahamas;Sao Tome & Principe;0
Bahamas;Senegal;0
Bahamas;Serbia;0
Bahamas;Sierra Leone;0
Bahamas;Singapore;0
Bahamas;Slovakia;0
Bahamas;Slovenia;0
Bahamas;Solomon Islands;0
Bahamas;Somalia;0
Bahamas;South Sudan;0
Bahamas;Sudan;0
Bahamas;Syria;0
Bahamas;Tajikistan;0
Bahamas;Tanzania;0
Bahamas;Thailand;0
Bahamas;Timor-Leste;0
Bahamas;Togo;0
